record_id,collected_title,study_id,canonical_title,original_pathway,original_min,original_max,original_unit,restored_unit,text_locator,table_context,input_provenance,primary_pdf_read_this_run,accepted,disposition,lo,hi,unit,matched_quantity,matched_context,endpoint,reason,conversion_factor,reported_uncertainty_not_assumed_SE,numeric_key,representative_record_id,measurement_scope,stratum,family,corrected_scope,corrected_stratum,status,decision_reason,range_semantics,mapping_level,primary_pdf_reverified,point_document_count,log_point,clean_decision,clean_reason,endpoint_before_cleaning,stratum_before_cleaning,scope_after_cleaning,clean_representative_id,range_use,admission_basis,source_record_id,expanded_quantity_id,admission_note,comparison_group,comparison_basis,center,within_study_reference,comparison_document_count,common_reference,between_document_enabled
PATH-00849,River export of macro- and microplastics to seas by sources,TBL-ea98ac366d15,River export of macro- and microplastics to seas by sources worldwide,Marine,20.0,20.0,kg/km,kg/km,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 13572,"ismanaged solid waste being introduced to the environment (208 kg/km2/year) is compared to Class I (20 kg/km2/ year), but lower than Class II (937 kg/",table_context_only_not_reverified,False,True,accepted_table_quantity,5.479452054794521e-05,5.479452054794521e-05,g/day/m2,20 kg/km2/ year,"ced to the environment (208 kg/km2/year) is compared to Class I (20 kg/km2/ year), but lower than Class II (937 kg/",Watershed_transport,,2.7397260273972604e-06,False,TBL-ea98ac366d15|Watershed_transport|g/day/m2|5.47945205479e-05|5.47945205479e-05,PATH-00849,unspecified,Watershed_transport::g/day/m2::catchment_release_before_river_export,Watershed_transport,catchment_release_before_river_export,Watershed_transport::g/day/m2::catchment_release_before_river_export,single_document_summary_only,,point_or_summary,proxy_family_not_physical_transfer,False,1.0,-9.811920359010635,retain,Point estimate or explicitly reported finite scenario range,Watershed_transport,Watershed_transport::g/day/m2::unspecified,catchment_release_before_river_export,PATH-00849,point_scenario,retained_previous_cleaned_input,PATH-00849,PATH-00849,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,5.479452054794521e-05,0.0005698630136986,0,0.0005698630136986,False
PATH-00878,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,TBL-604a22a3b71e,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP Hydrological,56.0,56.0,%,%,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 14086,"021 preprint] WWTP tertiary treatment, Spain [Results] MP removal: 64.26% overall; 90% particulate, 56% fiber [Results] 16 million MP/day released; 72",table_context_only_not_reverified,False,True,accepted_table_quantity,0.4399999999999999,0.4399999999999999,fraction,56%,"nt, Spain [Results] MP removal: 64.26% overall; 90% particulate, 56% fiber [Results] 16 million MP/day released; 72",Hydrological_transmission,,0.01,False,TBL-604a22a3b71e|Hydrological_transmission|fraction|0.44|0.44,PATH-00878,unspecified,Hydrological_transmission::fraction::fiber_removal,Hydrological_transmission,fiber_removal,Hydrological_transmission::fraction::fiber_removal,single_document_summary_only,,point_or_summary,proxy_family_not_physical_transfer,False,1.0,-0.8209805520698304,retain,Point estimate or explicitly reported finite scenario range,Hydrological_transmission,Hydrological_transmission::fraction::unspecified,fiber_removal,PATH-00878,point_scenario,retained_previous_cleaned_input,PATH-00878,PATH-00878,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,0.4399999999999999,0.4014999999999999,0,0.4014999999999999,False
PATH-00917,Urban Stormwater Runoff A Major Pathway for Anthropogenic Pa,TBL-bea816da982f,"Urban Stormwater Runoff A Major Pathway for Anthropogenic Particles, Black Rubbe",Tire & Brake Wear,24.6,24.6,particles/L,particles/L,pathway_parameters_FULL_STRUCTURED.xlsx::2. Tire & Brake Wear EF::row 2868,bowski et al. 2021 ACS ES&T Water] Stormwater MP pathway [Results] Stormwater MP concentration: 1.1-24.6 particles/L [Results] Black rubbery fragments,table_context_only_not_reverified,False,True,accepted_table_quantity,1100.0,24600.0,items/m3,1.1-24.6 particles/L,er] Stormwater MP pathway [Results] Stormwater MP concentration: 1.1-24.6 particles/L [Results] Black rubbery fragments,Urban_water_observation,,1000.0,False,TBL-bea816da982f|Urban_water_observation|items/m3|1100|24600,PATH-00917,unspecified,Urban_water_observation::items/m3::particle_count,Urban_water_observation,particle_count,Urban_water_observation::items/m3::particle_count,scenario_only,Reported range is not established as a sampling confidence interval,unclassified_range,proxy_family_not_physical_transfer,False,3.0,7.003065458786462,retain,Point estimate or explicitly reported finite scenario range,Urban_water_observation,Urban_water_observation::items/m3::unspecified,particle_count,PATH-00917,loguniform_scenario_envelope_not_confidence_limits,retained_previous_cleaned_input,PATH-00917,PATH-00917,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,5201.922721455981,10550.96136072799,0,10550.96136072799,False
PATH-00977,Catchment-scale mechanistic predictions of microplastic tran,TBL-042d36c068a2,Catchment-scale mechanistic predictions of microplastic transport and distributi,Agricultural,0.36,1.08,kg/km,kg/km,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 11131,lue: 1.08 kg/ | Context: tes of annual microplastic discharge at the river mouth ranged 1500- 4500 (0.36-1.08 kg/km2/y) and 6200-18000 kg/y (1.49-4.34,table_context_only_not_reverified,False,True,accepted_table_quantity,9.863013698630137e-07,2.9589041095890413e-06,g/day/m2,0.36-1.08 kg/km2/y,ual microplastic discharge at the river mouth ranged 1500- 4500 (0.36-1.08 kg/km2/y) and 6200-18000 kg/y (1.49-4.34,Watershed_transport,,2.7397260273972604e-06,False,TBL-042d36c068a2|Watershed_transport|g/day/m2|9.86301369863e-07|2.95890410959e-06,PATH-00977,unspecified,Watershed_transport::g/day/m2::river_mouth_export,Watershed_transport,river_mouth_export,Watershed_transport::g/day/m2::river_mouth_export,scenario_only,Reported range is not established as a sampling confidence interval,unclassified_range,proxy_family_not_physical_transfer,False,1.0,-13.82930388009661,retain,Point estimate or explicitly reported finite scenario range,Watershed_transport,Watershed_transport::g/day/m2::unspecified,river_mouth_export,PATH-00977,loguniform_scenario_envelope_not_confidence_limits,retained_previous_cleaned_input,PATH-00977,PATH-00977,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,1.7083240841775228e-06,1.7083240841775228e-06,0,1.7083240841775228e-06,False
PATH-01069,A theoretical assessment of microplastic transport in river catchments and their,TBL-4f4b7ee82a87,A theoretical assessment of microplastic transport in river catchments and their,Agricultural,62.0,84.0,%,%,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 13896,"ivery [Results] 16-38% of MP emitted to soil reaches freshwater [Results] Most MP retained in soil (62-84%), acting as long-term sink [Equations] Sett",table_context_only_not_reverified,False,True,accepted_table_quantity,0.16,0.38,fraction,62-84%,"d to soil reaches freshwater [Results] Most MP retained in soil (62-84%), acting as long-term sink [Equations] Sett",Transport_transmission,,0.01,False,TBL-4f4b7ee82a87|Transport_transmission|fraction|0.16|0.38,PATH-01069,unspecified,Transport_transmission::fraction::soil_to_freshwater,Transport_transmission,unspecified,Transport_transmission::fraction::unspecified,scenario_only,Reported range is not established as a sampling confidence interval,unclassified_range,auxiliary_not_mapped,False,0.0,-1.8325814637483104,retain,Point estimate or explicitly reported finite scenario range,Transport_transmission,Transport_transmission::fraction::unspecified,soil_to_freshwater,PATH-01069,loguniform_scenario_envelope_not_confidence_limits,retained_previous_cleaned_input,PATH-01069,PATH-01069,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,0.246576560118759,0.246576560118759,0,0.246576560118759,False
PATH-01070,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,TBL-604a22a3b71e,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP Hydrological,0.02,0.5,L,L,pathway_parameters_FULL_STRUCTURED.xlsx::5. WWTP Concentrations & Loads::row 578,Claude) === [2021 preprint] Tertiary WWTP MP loading per day [Results] Tertiary treatment effluent: 0.02-0.5 MP/L [Results] Daily MP loading to enviro,table_context_only_not_reverified,False,True,accepted_table_quantity,20.0,500.0,items/m3,0.02-0.5 MP/L,y WWTP MP loading per day [Results] Tertiary treatment effluent: 0.02-0.5 MP/L [Results] Daily MP loading to enviro,Hydrological_effluent,,1000.0,False,TBL-604a22a3b71e|Hydrological_effluent|items/m3|20|500,PATH-01070,unspecified,Hydrological_effluent::items/m3::tertiary,Hydrological_effluent,unspecified,Hydrological_effluent::items/m3::unspecified,scenario_only,Reported range is not established as a sampling confidence interval,unclassified_range,auxiliary_not_mapped,False,0.0,2.995732273553991,retain,Point estimate or explicitly reported finite scenario range,Hydrological_effluent,Hydrological_effluent::items/m3::unspecified,tertiary,PATH-01070,loguniform_scenario_envelope_not_confidence_limits,retained_previous_cleaned_input,PATH-01070,PATH-01070,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,100.0,100.0,0,100.0,False
PATH-01078,Accumulation of soil microplastics and phthalate esters in n,TBL-cbc15840a52a,Accumulation of soil microplastics and phthalate esters in nine typical Chinese,Agricultural,2400000.0,2400000.0,,,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 11229,""", ""7.5"", ""7.6"", ""6.4""]   ] }  --- Page 2 --- {   ""MPs abundance in the 0–30 cm soil layer"": [     ""2.4 × 10^6 to 1.5 × 10^7 items m^-2 (equivalent to",table_context_only_not_reverified,False,True,accepted_table_quantity,2400000.0,15000000.0,items/m2,2.4e6 to 1.5e7 items m-2,"Page 2 --- {   ""MPs abundance in the 0–30 cm soil layer"": [     ""2.4e6 to 1.5e7 items m-2 (equivalent to",Agricultural_soil_observation,,1.0,False,TBL-cbc15840a52a|Agricultural_soil_observation|items/m2|2400000|15000000,PATH-01078,unspecified,Agricultural_soil_observation::items/m2::soil_abundance_depth_resolved,Agricultural_soil_observation,soil_abundance_depth_resolved,Agricultural_soil_observation::items/m2::soil_abundance_depth_resolved,scenario_only,Reported range is not established as a sampling confidence interval,unclassified_range,proxy_family_not_physical_transfer,False,1.0,14.690979295318174,retain,Point estimate or explicitly reported finite scenario range,Agricultural_soil_observation,Agricultural_soil_observation::items/m2::unspecified,soil_abundance_depth_resolved,PATH-01078,loguniform_scenario_envelope_not_confidence_limits,retained_previous_cleaned_input,PATH-01078,PATH-01078,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,6000000.0,9050000.0,0,9050000.0,False
PATH-01110,Microplastic Removal from Road Stormwater Runoff using Lab-s,TBL-1b89eab2b93d,Microplastic Removal from Road Stormwater Runoff using Lab-scale Bioretention Ce,Urban Runoff,230.0,230.0,particles/L,particles/L,pathway_parameters_FULL_STRUCTURED.xlsx::7. Transport & Delivery Coeffic::row 2473,"highway  stormwater runoff with varied concentrations from 42 to 85777 particles/L and a median of 230 particles/L. [Page 1 ---, keyword: removal effi",table_context_only_not_reverified,False,True,accepted_table_quantity,230000.0,230000.0,items/m3,230 particles/L,"ried concentrations from 42 to 85777 particles/L and a median of 230 particles/L. [Page 1 ---, keyword: removal effi",Urban_water_observation,,1000.0,False,TBL-1b89eab2b93d|Urban_water_observation|items/m3|230000|230000,PATH-01110,unspecified,Urban_water_observation::items/m3::particle_count,Urban_water_observation,particle_count,Urban_water_observation::items/m3::particle_count,bootstrap_input,,point_or_summary,proxy_family_not_physical_transfer,False,3.0,12.345834587905332,retain,Point estimate or explicitly reported finite scenario range,Urban_water_observation,Urban_water_observation::items/m3::unspecified,particle_count,PATH-01110,point_scenario,retained_previous_cleaned_input,PATH-01110,PATH-01110,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,230000.0,256000.0,0,256000.0,False
PATH-01139,Assessment of Microplastics in a Municipal Wastewater Treatm,TBL-604a22a3b71e,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP/Hydrological,56.16,56.16,,,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 668,"nting for a removal percentage of 90.03%. On the contrary, FB displayed a low removal efficiency of 56.16%, also significantly decreasing fro Value: 5",table_context_only_not_reverified,False,True,accepted_table_quantity,0.4384,0.4384,fraction,56.16%,"0.03%. On the contrary, FB displayed a low removal efficiency of 56.16%, also significantly decreasing fro Value: 5",Hydrological_transmission,,0.01,False,TBL-604a22a3b71e|Hydrological_transmission|fraction|0.4384|0.4384,PATH-01139,unspecified,Hydrological_transmission::fraction::fiber_removal,Hydrological_transmission,fiber_removal,Hydrological_transmission::fraction::fiber_removal,single_document_summary_only,,point_or_summary,proxy_family_not_physical_transfer,False,1.0,-0.8246235433483312,retain,Point estimate or explicitly reported finite scenario range,Hydrological_transmission,Hydrological_transmission::fraction::unspecified,fiber_removal,PATH-01139,point_scenario,retained_previous_cleaned_input,PATH-01139,PATH-01139,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,0.4384,0.4014999999999999,0,0.4014999999999999,False
PATH-01172,Shades of grey -- tire characteristics and road surface influence tire and road,TBL-dcf6345f623b,Shades of grey -- tire characteristics and road surface influence tire and road,Tire & Brake Wear,2.5,2.5,g/km,g/km,pathway_parameters_FULL_STRUCTURED.xlsx::2. Tire & Brake Wear EF::row 3134,"""TRWP Mass per Vehicle-km"": {       ""Summer Tires"": {         ""Type 1"": 1.2 g/km,         ""Type 2"": 2.5 g/km       },       ""Winter Tires"": {",table_context_only_not_reverified,False,True,accepted_table_quantity,2.5,2.5,g/km,2.5 g/km," ""Summer Tires"": {         ""Type 1"": 1.2 g/km,         ""Type 2"": 2.5 g/km       },       ""Winter Tires"": {",Tire_emission,,1.0,False,TBL-dcf6345f623b|Tire_emission|g/km|2.5|2.5,PATH-01172,unspecified,Tire_emission::g/km::wear_test_unspecified_airborne_fraction,Tire_emission,wear_test_unspecified_airborne_fraction,Tire_emission::g/km::wear_test_unspecified_airborne_fraction,single_document_summary_only,,point_or_summary,proxy_family_not_physical_transfer,False,1.0,0.9162907318741552,retain,Point estimate or explicitly reported finite scenario range,Tire_emission,Tire_emission::g/km::unspecified,wear_test_unspecified_airborne_fraction,PATH-01172,point_scenario,retained_previous_cleaned_input,PATH-01172,PATH-01172,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,2.5,1.6,0,1.6,False
