text_fp,pathway,vmin,vmax,unit,paper,sheet_short,source_row_id,paper_as_collected,pathway_as_collected,value_min,value_max,unit_as_collected,source_sheet_as_collected,context_status,restored_context,restored_paper,restored_pathway,restored_unit,restored_value_min,restored_value_max,group_original_value_pairs_count,group_units_count,collapsed_values_match_actual_pair,text_locator,context_source_table,evidence_provenance,v4_eligible_context_record,ineligibility_reason,Text_fingerprint,Source_title,Source_URL,Local_PDF_context_location,Verification_scope,record_id,screening_status,source_fraction_review_flag,process_review_tags,used_as_likelihood_observation,likelihood_status
095eafacf05946ae6ac31a91a21c5015,WWTP Hydrological,95.16,95.16,,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP Removal Efficiencies,095eafacf05946ae6ac31a91a21c5015,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP Hydrological,95.16,95.16,,WWTP Removal Efficiencies,context_restored_exact_fingerprint,"tic- targeted treatment units, especially for microfiber removal. [Page 3 ---, keyword: removal efficiency] c); 95.16% (Yang et al. 2019), or 99.9% (C",Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP Hydrological,,95.16,95.16,1,0,yes,pathway_parameters_FULL_STRUCTURED.xlsx::4. WWTP Removal Efficiencies::row 1666,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,no,missing_or_ambiguous_unit,,,,,,PATH-00583,missing_or_ambiguous_unit,False,removal,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
09c37919080d01ca0a55a61212963b81,Tire & Brake Wear,0.84,0.84,,Measurement of airborne concentrations of tire and road wear,Generic Parameters & Ranges,09c37919080d01ca0a55a61212963b81,Measurement of airborne concentrations of tire and road wear,Tire & Brake Wear,0.84,0.84,,Generic Parameters & Ranges,context_restored_exact_fingerprint,"""Average air concentrations ranged from 0.05 to 0.70 µg m−3"",     ""TRWP contributed on average 0.84% to total PM10""   ],   ""Article history"": [     ""R",Measurement of airborne concentrations of tire and road wear,Tire & Brake Wear,,0.84,0.84,1,0,yes,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 4182,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,no,missing_or_ambiguous_unit,,,,,,PATH-00618,missing_or_ambiguous_unit,False,,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
09e634c4c2c61c3df92554a570e17bc3,Urban Runoff,474.0,474.0,particles/L,Microplastic Removal from Road Stormwater Runoff using Lab-s,Transport & Delivery Coeffic,09e634c4c2c61c3df92554a570e17bc3,Microplastic Removal from Road Stormwater Runoff using Lab-s,Urban Runoff,474.0,474.0,particles/L,Transport & Delivery Coeffic,context_restored_exact_fingerprint,rticles/ | Context: ghest concentration was identified in the first sample from a  commercial road (474 particles/L). The average microplastic concent,Microplastic Removal from Road Stormwater Runoff using Lab-s,Urban Runoff,particles/L,474.0,474.0,1,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::7. Transport & Delivery Coeffic::row 2459,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,yes,,09e634c4c2c61c3df92554a570e17bc3,Microplastic Removal from Road Stormwater Runoff using Lab-scale Bioretention Cell,https://doi.org/10.5614/j.eng.technol.sci.2023.55.5.2,Microplastic Removal from Road Stormwater Runoff u.pdf; PDF page(s) 4,"A normalized 64-character context fragment was located in the local source PDF. This is a text-location check, not a full numerical or source-version audit.",PATH-00626,structural_candidate_not_parameter_verified,False,,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
0a410c0df36ddd38197a796a7d0b9fe7,Watershed Transport,10.0,10.0,,Catchment-scale mechanistic predictions of microplastic tran,Generic Parameters & Ranges,0a410c0df36ddd38197a796a7d0b9fe7,Catchment-scale mechanistic predictions of microplastic tran,Watershed Transport,10.0,10.0,,Generic Parameters & Ranges,context_restored_exact_fingerprint,"Value: 40%, | Context: 67 kg/km2/ha/y). The estimated  average retention efficiency varied between 10%-40%, with a mode at 20% (Figure 4F)  Landscape",Catchment-scale mechanistic predictions of microplastic tran,Watershed Transport,,10.0,10.0,1,0,yes,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 1808,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,no,missing_or_ambiguous_unit,,,,,,PATH-00656,missing_or_ambiguous_unit,False,removal,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
0c8baded88bcb320c14c58ba60dc7cc9,Urban Runoff,420.0,420.0,,Washing load influences the microplastic release from polyester fabrics,Transport & Delivery Coeffic,0c8baded88bcb320c14c58ba60dc7cc9,Washing load influences the microplastic release from polyester fabrics,Urban Runoff,420.0,420.0,,Transport & Delivery Coeffic,context_restored_exact_fingerprint,"nly water was calculated to be 420 ± 2 mg/ kg , 401 ± 17 mg/kg for washings performed using a commercial liquid detergent (DL), 420 ± 54 mg/kg in wash",Washing load influences the microplastic release from polyester fabrics,Urban Runoff,,420.0,420.0,1,0,yes,pathway_parameters_FULL_STRUCTURED.xlsx::7. Transport & Delivery Coeffic::row 2684,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,no,missing_or_ambiguous_unit,,,,,,PATH-00800,missing_or_ambiguous_unit,False,,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
0d4fd9290dc25e83264254c51fdd0bd0,Marine,20.0,20.0,kg/km,River export of macro- and microplastics to seas by sources,Generic Parameters & Ranges,0d4fd9290dc25e83264254c51fdd0bd0,River export of macro- and microplastics to seas by sources,Marine,20.0,20.0,kg/km,Generic Parameters & Ranges,context_restored_exact_fingerprint,"ismanaged solid waste being introduced to the environment (208 kg/km2/year) is compared to Class I (20 kg/km2/ year), but lower than Class II (937 kg/",River export of macro- and microplastics to seas by sources,Marine,kg/km,20.0,20.0,1,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 13572,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,yes,,0d4fd9290dc25e83264254c51fdd0bd0,River export of macro- and microplastics to seas by sources worldwide,https://doi.org/10.1038/s41467-023-40501-9,River export of macro- and microplastics to seas by sources .pdf; PDF page(s) 3,"A normalized 64-character context fragment was located in the local source PDF. This is a text-location check, not a full numerical or source-version audit.",PATH-00849,structural_candidate_not_parameter_verified,False,,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
0dbfd47e96eba194590eece761e27d84,WWTP Hydrological,56.0,56.0,%,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,Generic Parameters & Ranges,0dbfd47e96eba194590eece761e27d84,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP Hydrological,56.0,56.0,%,Generic Parameters & Ranges,context_restored_exact_fingerprint,"021 preprint] WWTP tertiary treatment, Spain [Results] MP removal: 64.26% overall; 90% particulate, 56% fiber [Results] 16 million MP/day released; 72",Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP Hydrological,%,56.0,56.0,1,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 14086,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,yes,,,,,,,PATH-00878,structural_candidate_not_parameter_verified,False,wastewater;release;removal,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
0e5525fa7efd59792279900ee452bc76,Tire & Brake Wear,24.6,24.6,particles/L,Urban Stormwater Runoff A Major Pathway for Anthropogenic Pa,Tire & Brake Wear EF,0e5525fa7efd59792279900ee452bc76,Urban Stormwater Runoff A Major Pathway for Anthropogenic Pa,Tire & Brake Wear,24.6,24.6,particles/L,Tire & Brake Wear EF,context_restored_exact_fingerprint,bowski et al. 2021 ACS ES&T Water] Stormwater MP pathway [Results] Stormwater MP concentration: 1.1-24.6 particles/L [Results] Black rubbery fragments,Urban Stormwater Runoff A Major Pathway for Anthropogenic Pa,Tire & Brake Wear,particles/L,24.6,24.6,1,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::2. Tire & Brake Wear EF::row 2868,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,yes,,,,,,,PATH-00917,structural_candidate_not_parameter_verified,False,runoff,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
0ecc1872c278774ea9d503bad5e37f26,WWTP/Hydrological,81.35,81.35,%,Assessment of Microplastics in a Municipal Wastewater Treatm,WWTP Removal Efficiencies,0ecc1872c278774ea9d503bad5e37f26,Assessment of Microplastics in a Municipal Wastewater Treatm,WWTP/Hydrological,81.35,81.35,%,WWTP Removal Efficiencies,context_restored_exact_fingerprint,"NF (0.35 ± 0.10 items L− 1) to EFF (0.07 ± 0.03 items L− 1) and showing a statistically significant removal rate of 81.35% (F-test = 7.722, p =  0.010",Assessment of Microplastics in a Municipal Wastewater Treatm,WWTP/Hydrological,%,81.35,81.35,1,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::4. WWTP Removal Efficiencies::row 24,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,yes,,0ecc1872c278774ea9d503bad5e37f26,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Tertiary Treatment: Removal Efficiencies and Loading per Day into the Environment,https://doi.org/10.21203/RS.3.RS-258840/V1,Not located automatically,Exact context and row locator recovered from the original extraction workbook. The source passage has not been independently verified in this selection.,PATH-00945,structural_candidate_not_parameter_verified,False,removal,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
0f38ff17e4569e37ca566f95075e361b,Agricultural,0.36,1.08,kg/km,Catchment-scale mechanistic predictions of microplastic tran,Generic Parameters & Ranges,0f38ff17e4569e37ca566f95075e361b,Catchment-scale mechanistic predictions of microplastic tran,Agricultural,0.36,1.08,kg/km,Generic Parameters & Ranges,context_restored_exact_fingerprint,lue: 1.08 kg/ | Context: tes of annual microplastic discharge at the river mouth ranged 1500- 4500 (0.36-1.08 kg/km2/y) and 6200-18000 kg/y (1.49-4.34,Catchment-scale mechanistic predictions of microplastic tran,Agricultural,kg/km,0.36,1.08,1,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 11131,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,yes,,0f38ff17e4569e37ca566f95075e361b,Catchment-scale mechanistic predictions of microplastic transport and distribution across land and water,https://doi.org/10.21203/rs.3.rs-1768285/v1,Not located automatically,Exact context and row locator recovered from the original extraction workbook. The source passage has not been independently verified in this selection.,PATH-00977,structural_candidate_not_parameter_verified,False,,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
0f62ded84953d2f6d13d85202b3fa012,Urban Runoff,10.0,10.0,mg/kg,Washing load influences the microplastic release from polyes,Transport & Delivery Coeffic,0f62ded84953d2f6d13d85202b3fa012,Washing load influences the microplastic release from polyes,Urban Runoff,10.0,10.0,mg/kg,Transport & Delivery Coeffic,context_restored_exact_fingerprint,": 10 mg/ | Context: he tests performed with a washing load of about  0.88 kg (N. 6 T-shirts), 104 ± 10 mg/kg in the tests with a washing load of about",Washing load influences the microplastic release from polyes,Urban Runoff,mg/kg,10.0,10.0,1,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::7. Transport & Delivery Coeffic::row 2231,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,yes,,0f62ded84953d2f6d13d85202b3fa012,Washing load influences the microplastic release from polyester fabrics,https://doi.org/10.1038/s41598-021-98836-6,Washing load influences the microplastic release f.pdf; PDF page(s) 2,"A normalized 64-character context fragment was located in the local source PDF. This is a text-location check, not a full numerical or source-version audit.",PATH-00988,structural_candidate_not_parameter_verified,False,,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
10c8b6f8b258924668a8c99a718e5d78,Agricultural,62.0,84.0,%,A theoretical assessment of microplastic transport in river catchments and their,Generic Parameters & Ranges,10c8b6f8b258924668a8c99a718e5d78,A theoretical assessment of microplastic transport in river catchments and their,Agricultural,62.0,84.0,%,Generic Parameters & Ranges,context_restored_exact_fingerprint,"ivery [Results] 16-38% of MP emitted to soil reaches freshwater [Results] Most MP retained in soil (62-84%), acting as long-term sink [Equations] Sett",A theoretical assessment of microplastic transport in river catchments and their,Agricultural,%,62.0,84.0,1,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 13896,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,yes,,,,,,,PATH-01069,structural_candidate_not_parameter_verified,False,,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
10ca73815eeca0f7b6c80b1dc990a16f,WWTP Hydrological,0.02,0.5,L,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP Concentrations & Loads,10ca73815eeca0f7b6c80b1dc990a16f,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP Hydrological,0.02,0.5,L,WWTP Concentrations & Loads,context_restored_exact_fingerprint,Claude) === [2021 preprint] Tertiary WWTP MP loading per day [Results] Tertiary treatment effluent: 0.02-0.5 MP/L [Results] Daily MP loading to enviro,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP Hydrological,L,0.02,0.5,1,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::5. WWTP Concentrations & Loads::row 578,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,no,missing_or_ambiguous_unit,,,,,,PATH-01070,missing_or_ambiguous_unit,False,wastewater,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
10e1e2d48b296608eb3451e5a56aa740,Agricultural,2400000.0,2400000.0,,Accumulation of soil microplastics and phthalate esters in n,Generic Parameters & Ranges,10e1e2d48b296608eb3451e5a56aa740,Accumulation of soil microplastics and phthalate esters in n,Agricultural,2400000.0,2400000.0,,Generic Parameters & Ranges,context_restored_exact_fingerprint,""", ""7.5"", ""7.6"", ""6.4""]   ] }  --- Page 2 --- {   ""MPs abundance in the 0–30 cm soil layer"": [     ""2.4 × 10^6 to 1.5 × 10^7 items m^-2 (equivalent to",Accumulation of soil microplastics and phthalate esters in n,Agricultural,,2400000.0,2400000.0,1,0,yes,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 11229,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,no,missing_or_ambiguous_unit,,,,,,PATH-01078,missing_or_ambiguous_unit,False,,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
1121e880606f8c2fc936d1fc1682e9fe,WWTP Hydrological,0.32,0.32,L,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP Concentrations & Loads,1121e880606f8c2fc936d1fc1682e9fe,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP Hydrological,0.32,0.32,L,WWTP Concentrations & Loads,context_restored_exact_fingerprint,", p = 0.002) 72.41% of microplastics identified as MP (n = 231) Average concentration of MP: 1.86 ± 0.32 items L⁻¹  --- page_006 --- Sure, here is the",Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP Hydrological,L,0.32,0.32,1,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::5. WWTP Concentrations & Loads::row 584,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,no,missing_or_ambiguous_unit,1121e880606f8c2fc936d1fc1682e9fe,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Tertiary Treatment: Removal Efficiencies and Loading per Day into the Environment,https://doi.org/10.21203/RS.3.RS-258840/V1,Not located automatically,Exact context and row locator recovered from the original extraction workbook. The source passage has not been independently verified in this selection.,PATH-01096,missing_or_ambiguous_unit,False,,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
1155d17ab15d2cc3ecb6f70792eced50,Urban Runoff,230.0,230.0,particles/L,Microplastic Removal from Road Stormwater Runoff using Lab-s,Transport & Delivery Coeffic,1155d17ab15d2cc3ecb6f70792eced50,Microplastic Removal from Road Stormwater Runoff using Lab-s,Urban Runoff,230.0,230.0,particles/L,Transport & Delivery Coeffic,context_restored_exact_fingerprint,"highway  stormwater runoff with varied concentrations from 42 to 85777 particles/L and a median of 230 particles/L. [Page 1 ---, keyword: removal effi",Microplastic Removal from Road Stormwater Runoff using Lab-s,Urban Runoff,particles/L,230.0,230.0,1,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::7. Transport & Delivery Coeffic::row 2473,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,yes,,1155d17ab15d2cc3ecb6f70792eced50,Microplastic Removal from Road Stormwater Runoff using Lab-scale Bioretention Cell,https://doi.org/10.5614/j.eng.technol.sci.2023.55.5.2,Microplastic Removal from Road Stormwater Runoff u.pdf; PDF page(s) 1,"A normalized 64-character context fragment was located in the local source PDF. This is a text-location check, not a full numerical or source-version audit.",PATH-01110,structural_candidate_not_parameter_verified,False,runoff;removal,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
